text,category
"지하철역 3번 출구 앞 보도블록이 다 들뜨고 흔들거려서 어르신들 걸려 넘어지기 딱 좋습니다.","교통"
"인도 곳곳에 타일이 깨져서 날카로운 단면이 그대로 드러나 있습니다. 지나가는 아이들 다칠까 봐 걱정돼요.","교통"
"횡단보도 진입하는 쪽에 턱이 너무 높고 보도블록도 부서져 있어서 무거운 유모차 끌고 올라가기가 버겁습니다.","교통"
"인도 파손 신고를 한 지 한 달이 다 되어가는데 왜 아직도 안전 펜스 하나 없이 그대로 방치해 두는 건가요?","교통"
"사거리 신호등이 고장나서 빨간불만 계속 켜져 있습니다. 출근 시간인데 차들이 오도가도 못하고 엉켜있어요.","교통"
"출퇴근 시간에 꼬리물기 하는 차들 때문에 직진 차선까지 꽉 막힙니다. 모범운전자나 교통경찰 좀 배치해 주세요.","교통"
"유턴 구역이 너무 짧아서 대형 차들이 한 번에 못 돌고 후진을 반복하다 보니 심각한 교통 체증을 유발합니다.","교통"
"이면도로 진입로에 전봇대가 너무 튀어나와 있어서 차 한 대 아슬아슬하게 지나가기도 벅찹니다.","교통"
"야간에 가로등이 너무 어두워서 횡단보도 건너는 검은 옷 입은 보행자가 전혀 안 보입니다. 조명 밝기를 높여주세요.","교통"
"어린이집 앞인데 과속방지턱 도색이 다 벗겨지고 평평하게 닳아서 차들이 속도를 안 줄이고 그냥 쌩쌩 달립니다.","교통"
"좌회전 신호가 너무 짧아서 차가 세 대만 지나가면 금방 빨간불로 바뀝니다. 출근 시간대 신호 주기 좀 늘려 주십시오.","교통"
"우회전 전용 차선에 직진 차량들이 떡하니 대기하고 있어서 뒤차들이 못 가고 계속 빵빵거려 소음이 심합니다.","교통"
"골목길이 좁은데 일방통행 지정이 안 되어 있어서 매일 양방향 차들이 마주치면 비키라고 싸움이 납니다.","교통"
"코너에 반사경이 설치되어 있는데 각도가 완전히 틀어져서 반대편에서 오는 차나 사람이 전혀 보이지 않습니다.","교통"
"상가 밀집 지역이라 불법 유턴하는 차량들이 너무 많아 위험한 구간입니다. 중앙선에 시선유도봉을 설치해 주시길 건의합니다.","교통"
"버스 전용 차로 운영 시간인데 일반 승용차들이 얌체처럼 끼어드는 걸 단속 카메라로 철저히 잡아내 과태료를 매겨주세요.","교통"
"도로 한가운데 로드킬 당한 동물 사체가 며칠째 방치되어 있어서 차들이 피하느라 위험천만한 곡예 운전을 하고 있습니다.","교통"
"골목 어귀에 누군가 밤마다 쓰레기 봉투를 몰래 버리고 가서 파리가 꼬이고 난리도 아닙니다.","환경"
"이사 가면서 대형 폐기물 스티커도 안 붙이고 헌 가구를 길가에 내놓았는데 빨리 수거해 주세요.","환경"
"원룸촌 분리수거장이 완전 난장판입니다. 종량제 봉투도 안 쓰고 막 버리는데 단속반 파견 부탁드려요.","환경"
"공원 벤치 주변에 먹다 남은 배달 음식물 쓰레기가 며칠째 방치되어 있어 미관상 너무 안 좋습니다.","환경"
"상가 뒷골목이 담배 꽁초랑 테이크아웃 컵들로 쓰레기장을 방불케 합니다. 환경 미화원분들 청소 좀 신경 써주세요.","환경"
"등산로 입구에 등산객들이 버리고 간 쓰레기 산이 쌓여가는데, 무단투기 경고문이라도 크게 붙여주셔야 하는 거 아닌가요?","환경"
"폐가전제품 무료 수거 신청을 했는데 일주일째 안 가져가고 대문 앞에 덩그러니 방치되어 있습니다.","환경"
"재활용품 수거일에 수거 차량이 왔다가 흘리고 간 플라스틱 병들이 도로에 굴러다녀서 동네가 지저분합니다.","환경"
"하천변 산책로 으슥한 곳에 누군가 건축 폐기물을 몰래 버려놨네요. CCTV 확인해서 꼭 잡아주세요.","환경"
"주택가 공터가 동네 사람들의 텃밭 겸 쓰레기 투기장이 되어버렸습니다. 펜스를 치든가 조치를 취해주십시오.","환경"
"여름이 되니까 집 앞 하수구에서 썩은 냄새가 올라와서 도저히 창문을 열어둘 수가 없습니다.","환경"
"비만 오면 골목길 배수구가 막혀서 발목까지 물이 찹니다. 낙엽이랑 쓰레기 좀 미리 빼주세요.","환경"
"어제 폭우로 반지하 창문 쪽으로 하수가 역류해서 집 안이 물바다가 되었습니다. 보상 대책은 어떻게 되나요?","환경"
"맨홀 뚜껑 틈새로 정체불명의 악취가 심하게 나는데 오수관이 파열된 건 아닌지 점검이 시급합니다.","환경"
"시장 골목 생선가게 앞에서 버리는 핏물 섞인 찌꺼기 때문에 길바닥에서 비린내가 진동을 합니다.","환경"
"근처 공장에서 밤마다 매캐한 화학 약품 냄새를 뿜어내는 것 같은데 대기 오염 측정을 해봐야 할 것 같아요.","환경"
"식당 환풍기가 저희 집 베란다 쪽을 향해 있어서 하루 종일 고기 굽는 냄새와 연기에 시달리고 있습니다.","환경"
"장마철도 아닌데 도로 한가운데 맨홀에서 똥물이 넘쳐 흐르고 있어요. 빨리 와서 뚫어주셔야 겠습니다.","환경"
"주방 싱크대 배수관이 공용 배관 문젠지 꽉 막혀서 물이 전혀 안 빠지고 악취가 역류합니다.","환경"
"인근 축사에서 날아오는 분뇨 냄새 때문에 숨을 쉴 수가 없는데 악취 저감 시설 설치를 강제할 순 없나요?","환경"
"상습 침수 구역인데 배수 펌프장이 제대로 작동하는 건지 의문입니다. 장마 오기 전에 철저히 점검해 주세요.","환경"
"길가 하수구 빗물받이에 누군가 고무판을 덮어놔서 물이 안 빠집니다. 당장 철거해 주시기 바랍니다.","환경"
"앞집 빌라 신축 공사장에서 아침 6시부터 쇠파이프 떨어지는 소리를 내서 매일 잠에서 깹니다.","환경"
"오토바이 마후라를 불법 개조했는지 밤마다 굉음을 내며 폭주하는 배달 라이더들 때문에 스트레스가 이만저만이 아닙니다.","환경"
"아파트 단지 내에서 밤늦게까지 앰프 켜놓고 노래 부르는 취객들 좀 제지해 주시면 안 될까요?","환경"
"주말 아침부터 동네 돌아다니며 확성기로 고물 산다고 방송하는 트럭 때문에 너무 시끄럽습니다.","환경"
"윗집에서 새벽마다 쿵쿵거리며 런닝머신을 뛰는 층간소음 문제로 관리사무소에 말해도 소용이 없네요. 구청에서 중재가 되나요?","환경"
"길 건너편 상가 오픈 이벤트 한다고 야외에 대형 스피커를 내놓고 음악을 쾅쾅 트는데 소음 규제 기준 훌쩍 넘은 것 같습니다.","환경"
"재개발 철거 현장에서 나는 폭음과 진동 때문에 저희 집 유리창이 깨질 것 같아 불안해서 살 수가 없습니다.","환경"
"심야 시간에 편의점 앞 파라솔에서 술 마시고 고성방가하는 사람들 때문에 너무 괴로워요.","환경"
"도로 포장 공사를 왜 하필 사람들이 다 자는 새벽 2시에 하는 건가요? 굴착기 소리에 온 가족이 뜬눈으로 밤을 새웠습니다.","환경"
"옆 건물 실외기가 노후화됐는지 탱크 굴러가는 소음이 나는데 지자체에서 시정 명령을 내려주셨으면 합니다.","환경"
"개 농장에서 하루 종일 수십 마리 개가 짖어대는 소리 때문에 환청이 들릴 지경입니다.","환경"
"동네 놀이터에서 청소년들이 새벽까지 스피커 켜고 욕설하며 떠드는데 방음벽을 설치하든 단속을 하든 조치 바랍니다.","환경"
"선거철 유세차량 확성기 소리가 귀청이 떨어질 정도로 큽니다. 아무리 선거라지만 데시벨 제한 좀 지키게 해주세요.","환경"
"공사장 방음벽이 너무 낮아서 먼지도 날아오고 돌 깨는 소음이 직격으로 저희 집으로 들어옵니다.","환경"
"밤낮없이 울려대는 공장 기계 돌아가는 소리 때문에 노이로제에 걸릴 것 같습니다. 야간 작업 소음 규제 좀 해주세요.","환경"
"사거리 횡단보도 앞 가로수에 불법 분양 현수막이 시야를 가려서 보행자가 위험합니다. 즉각 철거 요청합니다.","환경"
"출근할 때 보면 대문마다 대출 일수 명함이랑 전단지가 수십 장씩 뿌려져 있어서 쓰레기 치우는 게 일입니다.","환경"
"인도 한가운데 떡하니 세워둔 휴대폰 매장 에어간판 때문에 통행하기도 힘들고 바람 불면 쓰러질까 무섭네요.","환경"
"가게 홍보한다고 전봇대마다 덕지덕지 붙여놓은 포스터들 끈적이까지 깔끔하게 제거해 주시길 바랍니다.","환경"
"지하철역 출구에 아파트 분양 홍보 직원들이 지나가는 사람 앞을 막아서며 전단지를 강제로 쥐여줘서 불쾌합니다.","환경"
"상가 앞 인도에 철제 입간판들을 다닥다닥 내놓아서 시각장애인 분들이 걷다가 부딪히기 딱 좋은 상황입니다.","환경"
"어린이 보호구역 펜스에 성인 나이트클럽 홍보 현수막이 걸려 있는 게 말이 됩니까? 당장 떼주세요.","환경"
"차 유리창에 꽂아둔 명함형 전단지가 비가 와서 찰싹 달라붙는 바람에 떼어내느라 엄청 고생했습니다.","환경"
"아파트 외벽에 페인트로 커다랗게 불법 광고를 그려놨는데 도시 미관을 심각하게 해치고 있습니다.","환경"
"도로 중앙분리대에 족자형 현수막들이 펄럭거려서 운전할 때마다 시야가 분산되고 사고 날까 봐 조마조마합니다.","환경"
"오토바이 타고 다니면서 헬스장 전단지를 흩뿌리고 도망가는데 꽁무니 쫓아가서 과태료 좀 제대로 물려주세요.","환경"
"주말만 되면 공공시설 울타리에 지정 게시대도 아닌데 불법 플랜카드들이 도배가 됩니다. 단속반 휴일 점검이 필요해요.","환경"
"상가 유리창 전체를 덮은 새빨간 시트지 광고물 때문에 동네 분위기가 너무 어수선해 보여서 정비가 필요합니다.","환경"
"산업안전보건기준에 관한 규칙 제13조제2호에서 중간의 기준이 정확히 가운데를 의미하는지 알고 싶습니다.",안전
"100센티미터 높이의 안전난간을 설치할 때 반드시 50센티미터 지점에 중간 난간대를 두어야 하나요?",안전
"안전난간 상하 간격을 60센티미터 이하로 하라는 규정은 120센티미터 이상 설치 시에만 해당하나요?",안전
"바닥면에서 30센티미터나 70센티미터 지점에 중간 난간대를 설치하면 규정 위반인지 궁금합니다.",안전
"난간기둥 간격이 25센티미터 이하일 때 중간 난간대를 생략할 수 있는 규정은 계단에만 적용되나요?",안전
"상부 스테이지에 안전난간을 설치하는데 기둥 간격이 25센티미터 이하여도 중간 난간대가 필요한지 문의드립니다.",안전
"안전난간 중간대 설치 높이 기준에 대해 자세히 설명해 주세요.",안전
"120센티미터 높이 안전난간 설치 시 중간 난간대는 어떻게 배치해야 법에 어긋나지 않나요?",안전
"작업장 안전난간대 설치 시 상하 간격을 60센티미터 이하로 맞춰야 하는 정확한 조건이 뭔가요?",안전
"계단이 아닌 일반 작업 발판에서도 난간기둥이 25센티미터 이하라면 중간 난간대를 안 달아도 되나요?",안전
"안전난간을 1미터 높이로 설치할 예정인데 중간 난간대를 40cm 높이에 달아도 문제가 없는지 확인 부탁드립니다.",안전
"산업안전보건기준에서 말하는 중간 난간대의 위치가 시공상 약간 오차가 있어도 괜찮은 건가요?",안전
"위험물을 취급하는 건축물에 비상구를 설치해야 하는데 위험물을 안 쓰는 포장실도 비상구를 의무적으로 설치해야 하나요?",안전
"건물 내에 위험물 제조 작업장이 있을 경우 준비작업실에도 출입구 외에 별도의 비상구를 만들어야 하는지 문의합니다.",안전
"산업안전보건기준에 관한 규칙 별표1 위험물 취급 시 비상구 설치 기준이 포장실 같은 비위험 구역에도 적용되나요?",안전
"위험물 취급 건물 내에서 실제 위험물을 다루지 않는 사무나 준비 공간의 비상구 설치 예외 규정이 있는지 궁금합니다.",안전
"공장 내 폭발성 물질 취급 장소가 아닌 일반 작업실의 경우 비상구 설치를 면제받을 수 있는지 알려주세요.",안전
"건축물 내 일부 공간에서만 위험물을 취급할 때 전체 건물 모든 방에 비상구를 두어야 하는지 유권해석 부탁드립니다.",안전
"위험물 취급 건축물의 비상구 설치 시 포장실 및 준비작업실의 비상구 설치 제외 요건을 알고 싶습니다.",안전
"인화성 가스 취급 건물인데 위험물이 없는 방에서도 반드시 2방향 대피로인 비상구를 확보해야 합니까?",안전
"골목길 가로등이 일주일째 안 켜져서 밤에 혼자 걸어가기가 너무 무섭습니다.","안전"
"놀이터 주변 보안등이 고장 났는지 깜빡거리고 있어서 청소년들 우범지대가 될까 봐 걱정됩니다.","안전"
"퇴근길에 걷는 하천 산책로가 너무 어두워서 발을 헛디딜 뻔했는데 조명을 더 설치해 주실 수 없나요?","안전"
"저희 동네 진입로 쪽이 밤만 되면 칠흑같이 어두워져서 야간 보행 안전이 심각하게 위협받고 있습니다.","안전"
"주택가 안쪽 좁은 길에 가로등이 아예 없어서 스마트폰 후레쉬를 켜고 다녀야 할 지경입니다.","안전"
"오래된 보안등 불빛이 너무 약해서 사물이 제대로 분간 안 되니 밝은 LED 등으로 교체해 주시길 바랍니다.","안전"
"비탈길에 설치된 가로등 기둥이 기울어져 있어서 강풍이 불면 쓰러져 사람을 덮칠 것 같아 매우 위태로워 보입니다.","안전"
"지하보도 조명이 반이나 나가서 캄캄한데 밤에 범죄라도 일어날까 봐 불안해서 지나갈 수가 없네요.","안전"
"육교 계단 쪽이 너무 어두워서 밤에 오르내릴 때 넘어지기 십상이라 조명 추가 설치를 건의합니다.","안전"
"학교 옆 으슥한 골목길에 방범용 CCTV와 가로등이 턱없이 부족한데 아이들 안전을 위해 확충 계획이 있는지 궁금합니다.","안전"
"비가 많이 오면 뒷산에서 토사가 흘러내리는데 낙석 방지망 같은 안전시설을 미리 설치해야 하는 것 아닌가요?","안전"
"하천 징검다리 쪽에 물이 불어나면 접근을 막는 차단 시설이 작동을 안 하는 것 같아 점검이 필요해 보입니다.","안전"
"공원 야외 운동기구 주변에 바닥 매트가 다 찢어져 있어서 어르신들이 운동하다 다치실까 우려됩니다.","안전"
"어린이 놀이터 모래사장에 깨진 유리병 조각이 굴러다니는데 주기적으로 안전 점검은 하고 계신 건지 묻고 싶습니다.","안전"
"겨울철 빙판길 낙상 사고 방지를 위해 급경사 구간에 미끄럼 방지 포장과 제설함 설치를 요청드립니다.","안전"
"소규모 건설 현장에서도 근로자 추락 방지용 안전대 부착 설비를 의무적으로 설치해야 하는지 법적 기준을 알고 싶습니다.","안전"
"상시 근로자가 30명인 제조업 사업장인데, 산업안전보건법상 안전보건관리담당자를 반드시 선임해야 하는 건가요?","안전"
"화학물질을 취급하는 공장에서 작업 환경 측정은 1년에 몇 번 실시해야 법령에 위반되지 않는지 안내 부탁드립니다.","안전"
"밀폐공간에서 작업하기 전에 질식 사고 예방을 위해 사업주가 갖춰야 할 법정 환기 설비 기준이 어떻게 되나요?","안전"
"지게차를 운용하는 물류 창고인데, 작업계획서 작성 및 작업 지휘자 지정 의무가 면제되는 예외 조항이 있는지 문의합니다.","안전"
"이거 어느 부서에 물어봐야 할지 몰라서 일단 여기에 남깁니다. 담당자분께 전달 부탁드려요.","기타"
"구청 홈페이지 회원가입을 하려는데 본인 인증 오류가 계속 납니다. 어디로 문의해야 하나요?","기타"
"첫째 아이 출산 장려금 신청 조건과 지급액이 어떻게 되는지 알고 싶습니다.","기타"
"이번 달 재산세 고지서를 아직 못 받았는데 재발급하려면 어떻게 해야 합니까?","기타"
"동주민센터에서 하는 요가 교실 수강 신청은 보통 매월 며칠부터 시작인가요?","기타"
"청년 월세 지원금 대상자 선정 결과는 어디서 확인할 수 있는지 궁금합니다.","기타"
"우리 동네 공공 와이파이가 며칠째 접속이 안 되는데 통신망 점검 좀 해주세요.","기타"
"여권 재발급을 온라인으로 신청했는데, 나중에 구청에 찾으러 갈 때 필요한 준비물이 있나요?","기타"
"소상공인 대출 지원 사업에 신청하고 싶은데 구비 서류 목록 좀 알려주세요.","기타"
"길고양이 중성화 수술(TNR) 신청은 구청 어느 부서로 전화를 걸어야 하나요?","기타"
"이번 주말에 열리는 지역 축제에 방문객을 위한 임시 주차장이 따로 마련되어 있는지 문의드립니다.","기타"
"무인민원발급기에서 가족관계증명서를 떼려는데 지문 인식이 자꾸 실패해서 서류를 못 뽑고 있습니다.","기타"
"지역화폐 앱에서 어제 결제 취소를 했는데 환불금은 언제쯤 계좌로 들어오나요?","기타"
"보건소에서 무료로 독감 예방 접종을 맞을 수 있는 연령 기준이 어떻게 되나요?","기타"
"전입신고를 인터넷으로 마쳤는데 확정일자도 자동으로 같이 부여되는 건지 알고 싶습니다.","기타"
"제가 기초생활수급자 대상에 해당하는지 상담을 받고 싶은데 미리 방문 예약을 해야 하나요?","기타"
"구립 도서관 희망 도서 신청 한도가 한 달에 몇 권까지인지 궁금해서 글 남깁니다.","기타"
"자동차세 연납 신청 기간을 깜빡하고 놓쳤는데 지금이라도 할인받고 낼 수 있는 방법이 있을까요?","기타"
"장애인 주차 표지 갱신하라고 우편물이 왔는데 본인이 못 가면 대리인이 방문해도 처리되나요?","기타"
"민원 종류가 좀 애매해서 그런데, 아파트 단지 내 이웃 간 사생활 분쟁도 구청에서 중재를 해주시나요?","기타"
"구민 체육센터 배드민턴장 주말 대관 예약은 매월 며칠에 오픈하는지 알고 싶습니다.","기타"
"민방위 훈련 통지서를 받았는데 해외 출장 중이라 참석이 어렵습니다. 연기 신청은 어떻게 하죠?","기타"
"반려동물 등록을 아직 못했는데 자진 신고 기간에 등록하면 과태료가 면제되는지 문의합니다.","기타"
"시청 앞 광장에서 집회 시위를 하려면 사전 신고를 경찰서에 해야 하는지 시청에 해야 하는지 헷갈립니다.","기타"
"동네 구립 어린이집 입소 대기 순번이 도무지 줄어들지를 않는데 선발 기준이 뭔지 설명 좀 해주세요.","기타"
"저희 가게를 착한 가격 업소로 지정받고 싶은데 심사 절차나 신청 양식은 어디서 다운받을 수 있습니까?","기타"
"어르신들 기초노령연금 수급 계좌를 다른 은행으로 변경하고 싶은데 읍면동 행정복지센터로 가면 되나요?","기타"
"구청에서 주관하는 겨울방학 대학생 아르바이트 모집 공고는 보통 몇 월쯤 올라오는지 문의합니다.","기타"
"주민등록증을 분실해서 재발급받아야 하는데 증명사진 규격이 최근에 바뀐 게 있는지 궁금하네요.","기타"
"이거 구청에서 처리하는 업무가 맞는지 모르겠는데, 층간 누수 문제로 인한 피해 보상도 행정 상담을 받을 수 있나요?","기타"
"이번에 새로 지은 청년 주택 입주 조건에 소득 기준이 나와 있던데, 이게 세전 기준인지 세후 기준인지 정확히 알려주세요.","기타"
"동네 자원봉사센터에서 봉사 시간을 다 채웠는데 1365 자원봉사 포털에 아직 실적이 안 넘어왔습니다.","기타"
"지방소득세 환급금이 있다고 카톡이 왔는데 스미싱 사기인지 구청에서 보낸 게 맞는지 확인 좀 부탁드립니다.","기타"
"마을버스 노선 신설에 관한 건의 사항인데 이건 시청 교통과 소관인가요, 아니면 구청 소관인가요?","기타"
"다둥이 맘 카드 혜택 중에 구립 문화센터 수강료 할인도 포함되어 있는지 확인해 주시면 감사하겠습니다.","기타"
"구민회관 대강당에서 개인적인 피아노 독주회를 열고 싶은데 일반인도 시설 대여가 가능한지 묻고 싶습니다.","기타"
"법인 인감증명서를 급하게 떼야 하는데 등기소 말고 구청 로비에 있는 무인 발급기에서도 출력할 수 있습니까?","기타"
"소음이나 쓰레기 문제는 아닌데 옆 건물에서 자꾸 저희 집 창문 쪽으로 CCTV를 돌려놔서 불안합니다. 어디다 신고하죠?","기타"
"전통시장 온누리상품권을 모바일로 구매했는데 혹시 지류 상품권으로 교환해서 쓸 수 있는 방법도 있나요?","기타"
"구청 광장에서 주말마다 열리는 벼룩시장에 셀러로 참여해 물건을 팔고 싶은데 사전 등록을 어디서 해야 하나요?","기타"
"제가 외국인 국적자와 국제결혼을 했는데 혼인 신고 절차와 필요 서류가 일반 내국인과 어떻게 다른지 안내 바랍니다.","기타"
"아파트 게시판에 통장 선출 공고가 붙었던데 통장이 되면 구체적으로 어떤 업무를 하게 되고 수당은 얼마나 나오나요?","기타"
"코로나 백신 후유증 보상 신청을 보건소에 낸 지가 언젠데 아직도 심사 중이라고만 뜹니다. 진행 상황 좀 알아봐 주세요.","기타"
"어떤 부서로 가야 할지 몰라서 통합 민원 창구로 올립니다. 개인 하수처리시설 설계 및 시공업 신규 등록을 하고 싶습니다.","기타"
"동 주민자치위원회 위원으로 활동하고 싶은데 특별한 자격 요건이나 정해진 모집 기간이 있는 건가요?","기타"
"어제 구청 주차장에 차를 댔다가 주차 요금을 많이 냈는데 친환경 차량 할인은 출차 시 자동으로 적용 안 되는 건가요?","기타"
"임산부 교통비 지원 바우처를 카드사 어플에서 신청했는데 포인트 지급은 언제쯤 완료되는지 궁금합니다.","기타"
"문화누리카드 가맹점을 저희 동네에서 찾고 싶은데 리스트를 확인하거나 검색할 수 있는 공식 사이트가 있나요?","기타"
"재난지원금 선불카드 잔액이 얼마나 남았는지 전화 ARS 말고 스마트폰이나 인터넷으로 조회하는 방법 좀 알려주세요.","기타"
"민원 제기한 지 벌써 일주일이 넘었는데 처리 상태가 계속 접수 완료로만 뜹니다. 담당자가 배정되긴 한 건가요?","기타"
